产品类型,案例目录,案例编号（非必填）,测试概述,前置条件,测试数据,操作步骤名称（非必填）,操作步骤,预期结果,备注,设计人员,案例类型,优先级,设计日期,自动化状态,标签类型,一站式用例编号(非必填),测试功能,是否安全用例
机器人,,,验证：@机器人 多个执行价欧式期权询价指令，机器人能正确解析,用户已登录微信，并加入机器人所在群聊且有业务权限。,"600519.SH,欧式看涨，1M,80%/100%",1,"用户在微信群中@机器人输入询价指令：
“600519.SH,欧式看涨，1M,80%/50%10%”","机器人返回：
600519.SH欧式看涨期权80%/100%三个执行价的实时报价信息，包含:标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）",多执行价指令输入,phq,正案例,高,2  397/814 ,待自动化,"开发自测,冒烟测试,集成测试,业务验收,最小功能用例集",,期权询价,否
机器人,,,验证：@机器人 英文缩写欧式期权询价指令，机器人能正确解析,用户已登录微信，并加入机器人所在群聊且有业务权限。,"600519.SH,call，1M,80%",1,"用户在微信群中@机器人输入询价指令：
“600519.SH,call，1M,80%”","机器人返回：
600519.SH欧式看涨期权80%/100%三个执行价的实时报价信息，包含:标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）","英文缩写
欧式期权指令输入",phq,正案例,高,2  397/814 ,待自动化,"开发自测,业务验收,最小功能用例集",,期权询价,否
机器人,,,验证：@机器人 执行价为数值的欧式期权询价指令，机器人能正确解析,用户已登录微信，并加入机器人所在群聊且有业务权限。,"600519.SH,call，1M,0.8",1,"用户在微信群中@机器人输入询价指令：
“600519.SH,call，1M,80”","机器人返回：
600519.SH欧式看涨期权80%/100%三个执行价的实时报价信息，包含:标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）","行权价格为数值
的指令输入",phq,正案例,高,2  397/814 ,待自动化,"开发自测,业务验收,最小功能用例集",,期权询价,否
机器人,,,验证：@机器人 欧式期权不完整指令，机器人能识别并进行多轮对话补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,"600519.SH,1M (缺少期权类型/执行价格)",1,"用户在微信群中@机器人输入询价指令：
“600519.SH,1M”","机器人提示用户输入缺失信息.
“已收到您的期权询价请求，请问您期望的期权类型，执行价格百分比是？ 
例：期权类型：欧式看涨，执行价格百分比：102%”","
多轮对话补全",phq,正案例,高,2025/8/4,待自动化,"开发自测,冒烟测试,集成测试,业务验收,最小功能用例集",,期权询价,否
机器人,,,验证：@机器人 欧式期权不完整指令，机器人能识别并进行多轮对话补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,"600519.SH,1M (缺少期权类型/执行价格)",2,"用户引用机器人消息并@机器人回复：
“欧式看涨，100%”","机器人返回
600519欧式看涨期权（期限1M，执行价格100%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",,phq,正案例,高,2025/8/5,待自动化,,,期权询价,否
机器人,,,验证：@机器人 欧式期权不完整指令，机器人能识别并进行多轮对话要求用户补全，用户未引用时，机器人的处理方式,用户已登录微信，并加入机器人所在群聊且有业务权限。,"600519.SH,1M (缺少期权类型/执行价格%)",1,"用户在微信群中@机器人输入询价指令：
“600519.SH,1M”","机器人提示用户输入缺失信息.
“已收到您的期权询价请求，请问您期望的期权类型，执行价格百分比是？ 
例：期权类型：欧式看涨，执行价格百分比：102%”","多轮对话补全
用户未引用",phq,反案例,高,2025/8/4,待自动化,"开发自测,冒烟测试,最小功能用例集",,期权询价,否
机器人,,,验证：@机器人 欧式期权不完整指令，机器人能识别并进行多轮对话要求用户补全，用户未引用时，机器人的处理方式,用户已登录微信，并加入机器人所在群聊且有业务权限。,"600519.SH,1M (缺少期权类型/执行价格%)",2,"用户未引用机器人消息@机器人直接回复：
“欧式看涨，100%”","机器人返回
600519欧式看涨期权（期限1M，执行价格100%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",,phq,反案例,高,2025/8/5,待自动化,,,期权询价,否
机器人,,,验证：@机器人 无效标的进行欧式期权询价，机器人提示错误,用户已登录微信，并加入机器人所在群聊且有业务权限。,"999999.SH, 欧式看涨,1M,200%",1,"用户在微信群中@机器人输入询价指令：
“999999.SH, 欧式看涨,1M,200%”","机器人提示：
抱歉！标的代码（或标的名称） 不在标的池内，无法自动报价，请联系对口销售或交易员。",无效指令输入,phq,反案例,高,2025/8/5,待自动化,"开发自测,冒烟测试,
业务验收,
最小功能用例集",,期权询价,否
机器人,,,验证：@机器人 标的不在期权交易台标的池，机器人提示,用户已登录微信，并加入机器人所在群聊且有业务权限。,"L11506，欧式看涨,1M,200%",1,"用户在微信群中@机器人输入询价指令：
“L11506，欧式看涨,1M,200%”","机器人提示：
抱歉！标的代码（或标的名称） 不在标的池内，无法自动报价，请联系对口销售或交易员。",不在标的池内的指令输入,phq,反案例,高,2025/8/5,待自动化,"开发自测,冒烟测试,业务验收,最小功能用例集",,期权询价,否
机器人,,,验证：@机器人 标的行情涨跌幅过大，机器人提示,用户已登录微信，并加入机器人所在群聊且有业务权限。,"数据1（限0819）：300098.SZ,100%call,1M
数据2（限0820）：",1,"用户在微信群中@机器人输入询价指令：
“300098.SZ,100%call,1M”","机器人提示：
询价失败: 标的代码（或标的名称）盘中涨跌幅过大，请联系对口销售或交易员。",标的涨幅过大,phq,反案例,高,2025/8/5,待自动化,"开发自测,冒烟测试,业务验收,最小功能用例集",,期权询价,否
机器人,,,验证：@机器人 当用户无询价权限时，机器人提示无权限,用户已登录微信，已加入机器人所在群聊，但无期权询价权限。,"
指令: 询价 600519.SH贵州茅台 欧式看涨 期限1M 执行价80%",1,"用户在微信群中@机器人输入询价指令：“600519.SH，欧式看涨,1M,80%”",机器人提示：无期权询价权限，无法进行询价操作。,无权限用户输入指令,phq,反案例,高,2025/8/11,待自动化,"开发自测,冒烟测试,业务验收,最小功能用例集",,期权询价,否
机器人,,,验证：不@机器人，没有“快速询价”文本，输入单个欧式期权询价指令，机器人不需要做什么,用户已登录微信，并加入机器人所在群聊且有业务权限。,"600519.SH，欧式看涨,1M,80%",1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”",机器人不需要做什么,不 @机器人输入询价指令,phq,反案例,高,2025/8/11,待自动化,"开发自测,冒烟测试,最小功能用例集",,期权询价,否
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充），引导用户补充名本、建仓指令、交易对手，并列出可选交易对手",缺交易对手（群内交易对手>2）,phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,业务验收,集成测试",,期权询价,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","欧式看涨
单询价到下单",phq,正案例,高,2025/9/9,待自动化,"开发自测,冒烟测试,业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单 / 限价6 / pov25限价6 / TWAP14：00——16：00 限价6,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","欧式看涨
单询价到下单",,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","欧式看涨
单询价到下单",,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,,4,,"机器人返回：
订单号，提示用户下单成功","欧式看涨
单询价到下单",,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,快速询价：参与型看涨，000002.SZ，80/80，3M,1,用户在微信群中输入询价指令：“快速询价：参与型看涨，000002.SZ，80，80，3M”,"机器人返回:
万科A参与型看涨期权（参与率80%，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","参与型看涨
单询价到下单",phq,正案例,高,2025/9/9,待自动化,"开发自测,冒烟测试,业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单 / 限价6 / pov25限价6 / TWAP14：00——16：00 限价6,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
万科A参与型看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","参与型看涨
单询价到下单",,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","参与型看涨
单询价到下单",,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,,4,,"机器人返回：
订单号，提示用户下单成功","参与型看涨
单询价到下单",,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,快速询价：雪球，600989.SH，70/103，6M，30,1,用户在微信群中输入询价指令：“快速询价：雪球，600989.SH，70/103，6M，30”,"机器人返回:
宝丰能源雪球期权的实时报价信息，包含：标的代码、标的名称、起始观察、期限、敲入、敲出、最大亏损比例、保障金比例、票息年化。","雪球
单询价到下单",phq,正案例,高,2025/9/9,待自动化,"开发自测,冒烟测试,业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单 / 限价6 / pov25限价6 / TWAP14：00——16：00 限价6,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
宝丰能源雪球期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","雪球
单询价到下单",,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","雪球
单询价到下单",,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入完整下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,,4,,"机器人返回：
订单号，提示用户下单成功","雪球
单询价到下单",,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）",下单指令不完整,phq,反案例,高,2025/11/7,待自动化,"开发自测,
冒烟测试,业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,市价下单,2,用户引用报价结果输入下单指令：“市价下单”,"机器人提示用户输入缺失信息.
例：名义本金：200万",下单指令不完整,,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万,3,用户引用上一条机器人消息输入下单指令：“200万”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤",下单指令不完整,,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,4,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核",下单指令不完整,,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,,5,,"机器人返回：
订单号，提示用户下单成功",下单指令不完整,,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充），引导用户补充名本、建仓指令、交易对手，并列出可选交易对手",单订单交易对手错误or不存在（群内交易对手>2）,phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,市价下单，200万，交易对手A,2,用户引用报价结果输入下单指令：“市价下单，200万，交易对手A”,"机器人提示用户补充交易对手.
",单订单交易对手错误or不存在（群内交易对手>2）,,,,,,,,,
,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,临沂阿凡提,3,用户引用上一条机器人消息输入下单指令：“临沂阿凡提”,机器人返回完整得订单信息，并引导用户下一步操作步骤,单订单交易对手错误or不存在（群内交易对手>2）,,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,4,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核",单订单交易对手错误or不存在（群内交易对手>2）,,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,,5,,"机器人返回：
订单号，提示用户下单成功",单订单交易对手错误or不存在（群内交易对手>2）,,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%/100,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%+100%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充），引导用户补充名本、建仓指令、交易对手，并列出可选交易对手",多询价下多单（群内交易对手>2）,phq,正案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,"第一个单 市价下单，200万，A
第二个单 限价6，100万，B",2,"用户引用报价结果输入下单指令：“第一个单 市价下单，200万，A
第二个单 限价6，100万，B”",机器人返回完整得订单信息，并引导用户下一步操作步骤,多询价下多单（群内交易对手>2）,,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核",多询价下多单（群内交易对手>2）,,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入不完整且准确的下单指令，机器人发起多轮对话要求补全,用户已登录微信，并加入机器人所在群聊且有业务权限。,,4,,"机器人返回：
订单号，提示用户下单成功",多询价下多单（群内交易对手>2）,,,,,,,,,
机器人,,,验证： @机器人并引用返回的单询价结果，输入非下单指令，机器人引导用户补充完整指令,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",非下单指令,phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的单询价结果，输入非下单指令，机器人引导用户补充完整指令,用户已登录微信，并加入机器人所在群聊且有业务权限。,123456789,2,用户引用报价结果输入下单指令：“123456789”,机器人提示用户输入建仓指令和名义本金.,非下单指令,,,,,,,,,
机器人,,,验证： @机器人没有引用返回的单询价结果，输入完整下单指令，机器人提示用户输入单号,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",没有引用消息输入下单指令,phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人没有引用返回的单询价结果，输入完整下单指令，机器人提示用户输入单号,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户直接输入下单指令：“200万，市价下单”,"机器人提示：
下单操作需提供单号",没有引用消息输入下单指令,,,,,,,,,
,,,验证： @机器人没有引用返回的单询价结果，输入完整下单指令，机器人提示用户输入单号,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单，订单号,3,用户直接输入下单指令：“200万，市价下单，订单号”,"机器人返回：
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤",没有引用消息输入下单指令,,,,,,,,,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且模糊的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1/2/3M，80/100,1,用户在微信群中输入询价指令：“600519.SH，欧式看涨，1/2/3M，80/100”,"机器人返回:
贵州茅台欧式看涨期权（期限1M/2M/3M，执行价格80/100%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","多询价到下任一单
（指令完整且模糊）",phq,正案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且模糊的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单，1M，80,2,用户引用报价结果输入下单指令：“200万，市价下单，1M，80”,"机器人返回：
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","多询价到下任一单
（指令完整且模糊）",,,,,,,,,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且模糊的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","多询价到下任一单
（指令完整且模糊）",,,,,,,,,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且模糊的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,,4,,"机器人返回：
订单号，提示用户下单成功/失败","多询价到下任一单
（指令完整且模糊）",,,,,,,,,
